fuzzer,domain-name,dns-a,dns-aaaa,dns-mx,dns-ns,geoip-country,whois-created,whois-updated,ssdeep-score
Bitsquatting,www.youtubu.com,54.214.116.219,,,ns1.youtubu.com,,,,
Homoglyph,vvvvvv.youtube.com,,,,,,,,
Homoglyph,vvvvw.youtube.com,,,,,,,,
Homoglyph,wwvv.youtube.com,,,,,,,,
Homoglyph,www.youtulbe.com,208.91.196.152,,,sk.s7.ans1.ns147.klczy.com,,,,
Homoglyph,wvvvv.youtube.com,,,,,,,,
Homoglyph,www.youtuibe.com,,,,,,,,
Homoglyph,www.y0utube.com,141.8.224.25,,,ns1.rookdns.com,,,,
Homoglyph,wvvw.youtube.com,,,,,,,,
Homoglyph,www.youtude.com,199.191.50.73,,,ns111373.ztomy.com,,,,
Homoglyph,vvww.youtube.com,,,,,,,,
Hyphenation,w-ww.youtube.com,,,,,,,,
Hyphenation,ww-w.youtube.com,,,,,,,,
Hyphenation,www.y-outube.com,103.224.182.214,,park-mx.above.com,ns1.above.com,,,,
Hyphenation,www.yo-utube.com,72.52.4.119,,localhost,ns1.sedoparking.com,,,,
Hyphenation,www.you-tube.com,,,,,,,,
Hyphenation,www.yout-ube.com,158.106.136.107,,gmr-smtp-in.l.google.com,ns-cloud-e1.googledomains.com,,,,
Hyphenation,www.youtu-be.com,,,,,,,,
Hyphenation,www.youtub-e.com,,,,ns1.above.com,,,,
Insertion,www.youtuzbe.com,208.91.196.152,,,sk.s7.ans1.ns147.klczy.com,,,,
Insertion,www2.youtube.com,,,,,,,,
Insertion,www.yout5ube.com,,,,,,,,
Insertion,www.yoputube.com,,,,,,,,
Insertion,www.yo8utube.com,,,,,,,,
Insertion,www.youtubge.com,,,,,,,,
Insertion,www.yo0utube.com,54.235.212.68,,mail.yo0utube.com,ns1.pql.net,,,,
Insertion,ww2w.youtube.com,,,,,,,,
Insertion,www.youtyube.com,185.53.178.22,,mail.h-email.net,ns1.parkingcrew.net,,,,
Insertion,wwwx.youtube.com,,,,,,,,
Insertion,www.youtunbe.com,,,,,,,,
Insertion,w2ww.youtube.com,,,,,,,,
Insertion,wxww.youtube.com,,,,,,,,
Insertion,www.yoyutube.com,185.53.178.23,,mail.h-email.net,ns1.parkingcrew.net,,,,
Insertion,www.yo7utube.com,,,,,,,,
Insertion,www.7youtube.com,103.224.182.251,,park-mx.above.com,ns1.above.com,,,,
Insertion,www.yoiutube.com,,,,,,,,
Insertion,weww.youtube.com,,,,,,,,
Insertion,wwsw.youtube.com,,,,,,,,
Insertion,www.youjtube.com,,,,,,,,
Insertion,www.yokutube.com,208.91.196.152,,,sk.s7.ans1.ns147.klczy.com,,,,
Insertion,www.youtu8be.com,208.91.196.152,,,sk.s7.ans1.ns147.klczy.com,,,,
Insertion,www.youtiube.com,192.184.12.62,,park-mx.above.com,ns2.above.com,,,,
Insertion,www.xyoutube.com,,,,,,,,
Insertion,www.yhoutube.com,,,,,,,,
Insertion,www.youtuybe.com,54.235.212.68,,mail.youtuybe.com,ns1.pql.net,,,,
Insertion,www.uyoutube.com,34.196.13.28,,,ns1.pql.net,,,,
Insertion,www.youztube.com,,,,,,,,
Insertion,www.y7outube.com,,,,,,,,
Insertion,www.yuoutube.com,,,,,,,,
Insertion,wwqw.youtube.com,,,,,,,,
Insertion,www.yougtube.com,127.0.0.1,,localhost,ns1.sedoparking.com,,,,
Insertion,www.ysoutube.com,208.91.196.152,,,sk.s7.ans1.ns147.klczy.com,,,,
Insertion,ww3w.youtube.com,,,,,,,,
Insertion,www.yioutube.com,,,,,,,,
Insertion,www.youtujbe.com,103.224.182.207,,park-mx.above.com,ns1.above.com,,,,
Insertion,www.youytube.com,54.235.212.68,,mail.youytube.com,ns1.pql.net,,,,
Insertion,www.ypoutube.com,,,,,,,,
Insertion,www.yohutube.com,103.224.182.251,,park-mx.above.com,ns2.above.com,,,,
Insertion,www.youtuvbe.com,,,,,,,,
Insertion,www.y0outube.com,185.53.179.24,,mail.h-email.net,ns1.parkingcrew.net,,,,
Insertion,www.you6tube.com,,,,,,,,
Insertion,www.yourtube.com,,,,,,,,
Insertion,www.yout7ube.com,,,,,,,,
Insertion,www.youthube.com,208.91.196.152,,,sk.s7.ans1.ns147.klczy.com,,,,
Insertion,www.youtfube.com,,,,,,,,
Insertion,www.youtrube.com,34.196.13.28,,,ns1.pql.net,,,,
Insertion,www.6youtube.com,103.224.182.241,,park-mx.above.com,ns2.above.com,,,,
Insertion,wwwa.youtube.com,,,,,,,,
Insertion,www.youtu7be.com,209.15.13.134,,,ns1.dnslink.com,,,,
Insertion,www.yo9utube.com,209.15.13.134,,,ns1.dnslink.com,,,,
Insertion,www.hyoutube.com,,,,,,,,
Insertion,www.youtugbe.com,,,,,,,,
Insertion,www.youhtube.com,,,,,,,,
Insertion,www.youtubve.com,,,,,,,,
Insertion,www.yolutube.com,103.224.182.241,,park-mx.above.com,ns1.above.com,,,,
Insertion,www.youtzube.com,185.53.179.7,,,ns1.parkingcrew.net,,,,
Insertion,www.y9outube.com,,,,,,,,
Insertion,www.youftube.com,103.224.182.240,,park-mx.above.com,ns1.above.com,,,,
Insertion,www.gyoutube.com,34.196.13.28,,,ns1.pql.net,,,,
Insertion,www.syoutube.com,,,,,,,,
Insertion,www.ytoutube.com,192.184.12.62,,park-mx.above.com,ns2.above.com,,,,
Insertion,www.yloutube.com,184.168.131.241,,smtp.secureserver.net,ns13.domaincontrol.com,,,,
Insertion,w3ww.youtube.com,,,,,,,,
Insertion,wwew.youtube.com,,,,,,,,
Insertion,www.you5tube.com,,,,,,,,
Insertion,www.yout8ube.com,208.91.196.152,,,sk.s7.ans1.ns147.klczy.com,,,,
Insertion,wqww.youtube.com,,,,,,,,
Insertion,www.you7tube.com,,,,,,,,
Insertion,wwws.youtube.com,,,,,,,,
Insertion,wwaw.youtube.com,,,,,,,,
Insertion,waww.youtube.com,,,,,,,,
Insertion,www3.youtube.com,,,,,,,,
Insertion,wsww.youtube.com,,,,,,,,
Insertion,www.ygoutube.com,,,,,,,,
Insertion,www.tyoutube.com,,,,,,,,
Insertion,www.ayoutube.com,72.52.4.119,,localhost,ns1.sedoparking.com,,,,
Insertion,www.yozutube.com,,,,,,,,
Insertion,www.yaoutube.com,,,,,,,,
Insertion,www.yxoutube.com,103.224.182.214,,park-mx.above.com,ns2.above.com,,,,
Insertion,www.youtuhbe.com,,,,,,,,
Insertion,www.yout6ube.com,34.196.13.28,,,ns1.pql.net,,,,
Insertion,www.youtubhe.com,,,,,,,,
Insertion,www.youitube.com,,,,,,,,
Insertion,www.youtjube.com,208.91.196.152,,,sk.s7.ans1.ns147.klczy.com,,,,
Insertion,www.you8tube.com,54.235.212.68,,mail.you8tube.com,ns1.pql.net,,,,
Insertion,www.y6outube.com,,,,,,,,
Insertion,www.ykoutube.com,,,,,,,,
Insertion,www.youtgube.com,,,,,,,,
Insertion,wwxw.youtube.com,,,,,,,,
Insertion,wwwq.youtube.com,,,,,,,,
Insertion,www.yojutube.com,,,,,,,,
Insertion,www.youtubne.com,,,,,,,,
Insertion,wwwe.youtube.com,,,,,,,,
Omission,www.yutube.com,,,,,,,,
Omission,w.youtube.com,,,,,,,,
Omission,www.youtue.com,,,,,,,,
Omission,www.youtub.com,,,,,,,,
Omission,www.yotube.com,,,,,,,,
Omission,wwwyoutube.com,66.7.149.187,,,name3.domainsredirect.com,,,,
Omission,www.youube.com,,,,,,,,
Omission,www.youtbe.com,,,,,,,,
Omission,ww.youtube.com,,,,,,,,
Omission,www.outube.com,,,,,,,,
Repetition,www.youutube.com,103.224.182.244,,park-mx.above.com,ns2.above.com,,,,
Repetition,www.yooutube.com,,,,,,,,
Repetition,www.yyoutube.com,,,,,,,,
Repetition,www.youtubbe.com,,,,,,,,
Repetition,wwww.youtube.com,,,,,,,,
Repetition,www.youtuube.com,,,,,,,,
Repetition,www.youttube.com,,,,,,,,
Replacement,ww3.youtube.com,,,,,,,,
Replacement,wqw.youtube.com,,,,,,,,
Replacement,www.yohtube.com,,,,,,,,
Replacement,www.yout8be.com,,,,,,,,
Replacement,www.youthbe.com,,,,,,,,
Replacement,www.soutube.com,208.91.196.152,,,sk.s7.ans1.ns147.klczy.com,,,,
Replacement,3ww.youtube.com,,,,,,,,
Replacement,www.yo7tube.com,,,,,,,,
Replacement,eww.youtube.com,,,,,,,,
Replacement,qww.youtube.com,,,,,,,,
Replacement,wwx.youtube.com,,,,,,,,
Replacement,www.you5ube.com,160.153.16.59,,mail.you5ube.com,ns73.domaincontrol.com,,,,
Replacement,w2w.youtube.com,,,,,,,,
Replacement,wwa.youtube.com,,,,,,,,
Replacement,www.youtubs.com,,,,,,,,
Replacement,www.yoitube.com,,,,,,,,
Replacement,www.yoytube.com,,,,,,,,
Replacement,www.youtibe.com,,,,,,,,
Replacement,www.yoztube.com,,,,,,,,
Replacement,xww.youtube.com,,,,,,,,
Replacement,ww2.youtube.com,,,,,,,,
Replacement,www.ylutube.com,72.52.4.119,,localhost,ns1.sedoparking.com,,,,
Replacement,www.youtune.com,,,,,,,,
Replacement,wxw.youtube.com,,,,,,,,
Replacement,wwq.youtube.com,,,,,,,,
Replacement,www.youtub3.com,,,,,,,,
Replacement,www.y9utube.com,91.195.240.240,,localhost,ns1.sedoparking.com,,,,
Replacement,www.youtybe.com,34.196.13.28,,,ns1.pql.net,,,,
Replacement,www.yougube.com,,,,,,,,
Replacement,www.youtjbe.com,103.224.182.238,,park-mx.above.com,ns1.above.com,,,,
Replacement,www.yojtube.com,72.52.4.119,,localhost,ns1.sedoparking.com,,,,
Replacement,www.youtzbe.com,,,,,,,,
Replacement,www.youtuve.com,103.224.182.210,,park-mx.above.com,ns2.above.com,,,,
Replacement,wew.youtube.com,,,,,,,,
Replacement,aww.youtube.com,,,,,,,,
Replacement,www.goutube.com,208.91.196.152,,,sk.s7.ans1.ns147.klczy.com,,,,
Replacement,www.youtub4.com,208.91.196.152,,,sk.s7.ans1.ns147.klczy.com,,,,
Replacement,www.youfube.com,208.91.196.152,,,sk.s7.ans1.ns147.klczy.com,,,,
Replacement,www.yout7be.com,103.224.182.207,,park-mx.above.com,ns2.above.com,,,,
Replacement,www.you6ube.com,,,,,,,,
Replacement,www.youyube.com,,,,,,,,
Replacement,www.yourube.com,,,,,,,,
Replacement,www.youtuge.com,,,,,,,,
Replacement,wwe.youtube.com,,,,,,,,
Replacement,www.7outube.com,,,,,,,,
Replacement,www.youtuhe.com,34.196.13.28,,,ns1.pql.net,,,,
Replacement,www.aoutube.com,208.91.196.152,,,sk.s7.ans1.ns147.klczy.com,,,,
Replacement,w3w.youtube.com,,,,,,,,
Replacement,www.yiutube.com,,,,,,,,
Replacement,2ww.youtube.com,,,,,,,,
Replacement,www.houtube.com,67.227.226.240,,,ns1.parklogic.com,,,,
Replacement,www.uoutube.com,,,,,,,,
Replacement,www.youtubz.com,127.0.0.1,,localhost,ns1.sedoparking.com,,,,
Replacement,www.yputube.com,,,,,,,,
Replacement,www.toutube.com,,,,,,,,
Replacement,www.6outube.com,185.53.178.9,,mail.h-email.net,ns1.parkingcrew.net,,,,
Replacement,www.youzube.com,54.235.212.68,,mail.youzube.com,ns1.pql.net,,,,
Replacement,www.yo8tube.com,,,,,,,,
Replacement,waw.youtube.com,,,,,,,,
Replacement,www.youtubw.com,,,,,,,,
Replacement,www.youtubr.com,,,,,,,,
Subdomain,w.ww.youtube.com,,,,,,,,
Subdomain,ww.w.youtube.com,,,,,,,,
Subdomain,www.y.outube.com,,,,,,,,
Subdomain,www.yo.utube.com,,,,,,,,
Subdomain,www.you.tube.com,,,,,,,,
Subdomain,www.yout.ube.com,,,,,,,,
Subdomain,www.youtu.be.com,,,,,,,,
Subdomain,www.youtub.e.com,,,,,,,,
Transposition,ww.wyoutube.com,,,,,,,,
Transposition,wwwy.outube.com,,,,,,,,
Transposition,www.oyutube.com,54.235.212.68,,,ns1.pql.net,,,,
Transposition,www.yuotube.com,192.184.12.62,,park-mx.above.com,ns1.above.com,,,,
Transposition,www.yotuube.com,,,,,,,,
Transposition,www.youutbe.com,,,,,,,,
Transposition,www.youtbue.com,,,,,,,,
Transposition,www.youtueb.com,,,,,,,,
Various,www.youtubecom.com,,,,,,,,
