fuzzer,domain-name,dns-a,dns-aaaa,dns-mx,dns-ns,geoip-country,whois-created,whois-updated,ssdeep-score
Hyphenation,g-oogle.com,185.161.210.42,,aspmx.l.google.com,dns1.registrar-servers.com,,,,
Hyphenation,go-ogle.com,66.96.149.22,,mx.go-ogle.com,ns1.mydomain.com,,,,
Hyphenation,goo-gle.com,,,,ns1.google.com,,,,
Hyphenation,goog-le.com,74.208.236.69,,mx00.1and1.com,ns1065.ui-dns.org,,,,
Hyphenation,googl-e.com,,,,,,,,
Insertion,googhle.com,93.115.28.104,,,ns1.rentondc.com,,,,
Insertion,googfle.com,184.168.131.241,,,ns63.domaincontrol.com,,,,
Insertion,gooigle.com,,,,ns1.googledomains.com,,,,
Insertion,gootgle.com,54.235.212.68,,mail.gootgle.com,ns1.pql.net,,,,
Insertion,googtle.com,,,,ns1.googledomains.com,,,,
Insertion,goiogle.com,,,,ns1.googledomains.com,,,,
Insertion,gpoogle.com,104.171.24.25,,,myns1.fabulous.com,,,,
Insertion,gookgle.com,72.52.4.119,,localhost,ns1.sedoparking.com,,,,
Insertion,googyle.com,172.98.192.35,,,ns1.rentondc.com,,,,
Insertion,goozgle.com,103.224.212.222,,park-mx.above.com,ns1.above.com,,,,
Insertion,go9ogle.com,199.59.242.151,,mx76.mb1p.com,ns1.bodis.com,,,,
Insertion,goo0gle.com,54.235.212.68,,mail.goo0gle.com,ns1.pql.net,,,,
Insertion,googloe.com,37.48.65.148,,,ns1.chookdns.com,,,,
Insertion,googlpe.com,103.224.182.207,,park-mx.above.com,ns1.above.com,,,,
Insertion,googlme.com,185.53.179.7,,mail.h-email.net,ns1.parkingcrew.net,,,,
Insertion,googple.com,199.59.242.151,,mx76.mb1p.com,ns1.bodis.com,,,,
Insertion,goopgle.com,95.211.219.67,,,ns1.hastydns.com,,,,
Insertion,gloogle.com,,,,ns1.googledomains.com,,,,
Insertion,gologle.com,,,,ns1.googledomains.com,,,,
Insertion,googlke.com,107.161.23.204,,,ns1.dnsowl.com,,,,
Insertion,goolgle.com,,,,ns1.google.com,,,,
Insertion,googble.com,208.97.176.179,,,ns1.dreamhost.com,,,,
Insertion,googvle.com,103.224.182.207,,park-mx.above.com,ns1.above.com,,,,
Insertion,googmle.com,67.227.226.240,,,ns1.parklogic.com,,,,
Insertion,g9oogle.com,199.59.242.151,,,ns1cnb.name.com,,,,
Insertion,goobgle.com,185.53.178.24,,mail.h-email.net,ns1.parkingcrew.net,,,,
Insertion,googkle.com,,,,ns1.googledomains.com,,,,
Insertion,gooygle.com,,,,ns1.googledomains.com,,,,
Insertion,goovgle.com,192.190.80.121,,goovgle.com,ns1.vpshostinglist.com,,,,
Insertion,g0oogle.com,37.48.65.153,,,ns1.brainydns.com,,,,
Insertion,gkoogle.com,185.42.173.248,,,ns17.domaincontrol.com,,,,
Insertion,gokogle.com,103.224.182.253,,park-mx.above.com,ns2.above.com,,,,
Insertion,gopogle.com,107.161.23.204,,,ns1.dnsowl.com,,,,
Insertion,googole.com,,,,ns1.googledomains.com,,,,
Insertion,go0ogle.com,85.17.25.215,,,ns1.smtmdns.com,,,,
Insertion,goofgle.com,185.53.178.7,,mail.h-email.net,ns1.parkingcrew.net,,,,
Insertion,goo9gle.com,37.48.65.155,,,ns1.brainydns.com,,,,
Insertion,gioogle.com,207.174.213.34,,,info267476.mercury.orderbox-dns.com,,,,
Insertion,goohgle.com,83.64.127.75,,,maceio.porkbun.com,,,,
Insertion,googzle.com,72.52.178.23,,allmail.parklogic.com,dns.rebel.com,,,,
Omission,googl.com,172.217.166.228,2404:6800:4002:803::2004,,ns1.google.com,,,,
Omission,googe.com,162.243.10.151,,,ns1.yourdoor.com,,,,
Omission,gogle.com,172.217.161.4,2404:6800:4002:807::2004,,ns1.google.com,,,,
Omission,oogle.com,104.28.28.162,2606:4700:30::681c:1ca2,mx.zoho.com,amir.ns.cloudflare.com,,,,
Omission,goole.com,217.160.0.201,,mx00.1and1.co.uk,ns1083.ui-dns.de,,,,
Repetition,googgle.com,,,,ns1.googledomains.com,,,,
Repetition,ggoogle.com,172.217.167.36,2404:6800:4002:808::2004,,ns1.google.com,,,,
Repetition,googlle.com,54.221.207.100,,mx94.mb1p.com,ns3.domainmanager.com,,,,
Repetition,gooogle.com,172.217.161.4,2404:6800:4002:806::2004,,ns1.google.com,,,,
Replacement,googpe.com,54.235.212.68,,mail.googpe.com,ns1.pql.net,,,,
Replacement,googlr.com,216.58.196.196,2404:6800:4002:802::2004,,ns1.google.com,,,,
Replacement,googoe.com,208.73.210.202,,,ns1.dsredirection.com,,,,
Replacement,gootle.com,208.73.210.202,,,ns1.dsredirection.com,,,,
Replacement,gpogle.com,5.79.68.109,,,ns1.wombatdns.com,,,,
Replacement,googl3.com,,,smtp.secureserver.net,ns25.domaincontrol.com,,,,
Replacement,goohle.com,47.254.33.193,,,ns3.dns.com,,,,
Replacement,go9gle.com,72.52.4.119,,localhost,ns1.sedoparking.com,,,,
Replacement,googlw.com,,,mx.googlw.com.cust.a.hostedemail.com,dns1.name-services.com,,,,
Replacement,hoogle.com,107.180.25.196,,smtp.secureserver.net,ns41.domaincontrol.com,,,,
Replacement,g9ogle.com,103.224.182.238,,park-mx.above.com,ns1.above.com,,,,
Replacement,gooble.com,,,,,,,,
Replacement,googlz.com,141.8.224.195,,,ns1.dsredirects.com,,,,
Replacement,googl4.com,199.59.242.151,,mx76.mb1p.com,ns1.bodis.com,,,,
Replacement,glogle.com,208.73.210.202,,,ns1.dsredirection.com,,,,
Replacement,toogle.com,107.161.23.204,,,ns1.dnsowl.com,,,,
Replacement,golgle.com,95.211.219.65,,,ns1.hastydns.com,,,,
Replacement,goigle.com,162.210.196.167,,,ns1.wombatdns.com,,,,
Replacement,yoogle.com,127.0.0.1,,localhost,ns1.sedoparking.com,,,,
Replacement,voogle.com,,,,,,,,
Replacement,giogle.com,52.6.29.117,,,ns1.namebrightdns.com,,,,
Replacement,zoogle.com,184.168.131.241,,smtp.secureserver.net,ns53.domaincontrol.com,,,,
Replacement,googke.com,,,,ns1.googledomains.com,,,,
Replacement,gooyle.com,208.73.210.202,,,ns1.dsredirection.com,,,,
Replacement,boogle.com,23.92.19.32,,mail.boogle.com,ns1.linode.com,,,,
Replacement,goovle.com,109.201.133.39,,,ns1.quokkadns.com,,,,
Replacement,goozle.com,50.62.97.1,,smtp.secureserver.net,ns29.domaincontrol.com,,,,
Replacement,gopgle.com,95.211.219.67,,,ns1.hastydns.com,,,,
Replacement,googls.com,104.237.196.115,,,ns1.domainmx.com,,,,
Subdomain,g.oogle.com,,,,,,,,
Subdomain,go.ogle.com,,,,,,,,
Subdomain,goo.gle.com,69.172.201.153,,,ns1.uniregistrymarket.link,,,,
Subdomain,goog.le.com,,,,,,,,
Subdomain,googl.e.com,,,,,,,,
Transposition,ogogle.com,216.58.221.36,2404:6800:4002:805::2004,,ns1.google.com,,,,
Transposition,gogole.com,172.217.160.228,2404:6800:4002:804::2004,,ns1.google.com,,,,
Transposition,goolge.com,172.217.167.4,2404:6800:4002:806::2004,,ns1.google.com,,,,
Transposition,googel.com,172.217.167.4,2404:6800:4002:806::2004,,ns1.google.com,,,,
Various,wwgoogle.com,162.210.195.122,,,ns1.brainydns.com,,,,
Various,wwwgoogle.com,216.58.196.196,2404:6800:4002:806::2004,,ns1.google.com,,,,
Various,www-google.com,184.168.27.39,,,pdns01.domaincontrol.com,,,,
Various,googlecom.com,172.217.166.228,2404:6800:4002:805::2004,,ns1.google.com,,,,
