fuzzer,domain-name,dns-a,dns-aaaa,dns-mx,dns-ns,geoip-country,whois-created,whois-updated,ssdeep-score
Insertion,mobiwiok.com,,,,,,,,
Insertion,mobiwi8k.com,,,,,,,,
Insertion,mobiowik.com,,,,,,,,
Insertion,mobiwuik.com,,,,,,,,
Insertion,mobiawik.com,,,,,,,,
Insertion,mobiwjik.com,,,,,,,,
Insertion,mobiw9ik.com,,,,,,,,
Insertion,mobgiwik.com,,,,,,,,
Insertion,mobhiwik.com,,,,,,,,
Insertion,mkobiwik.com,,,,,,,,
Insertion,movbiwik.com,,,,,,,,
Insertion,mobiewik.com,,,,,,,,
Insertion,mobiwxik.com,,,,,,,,
Insertion,mobiwsik.com,,,,,,,,
Insertion,mobiw3ik.com,,,,,,,,
Insertion,mobi2wik.com,,,,,,,,
Insertion,m9obiwik.com,,,,,,,,
Insertion,mobuiwik.com,,,,,,,,
Insertion,mopbiwik.com,,,,,,,,
Insertion,mobiwaik.com,,,,,,,,
Insertion,mo0biwik.com,,,,,,,,
Insertion,mobi3wik.com,,,,,,,,
Insertion,mobiwijk.com,,,,,,,,
Insertion,mobixwik.com,,,,,,,,
Insertion,mobniwik.com,,,,,,,,
Insertion,mobjiwik.com,,,,,,,,
Insertion,mobijwik.com,,,,,,,,
Insertion,mobiwoik.com,,,,,,,,
Insertion,mobiwqik.com,,,,,,,,
Insertion,mogbiwik.com,,,,,,,,
Insertion,mobiuwik.com,,,,,,,,
Insertion,m0obiwik.com,,,,,,,,
Insertion,mobiwiuk.com,,,,,,,,
Insertion,mobi8wik.com,,,,,,,,
Insertion,mlobiwik.com,,,,,,,,
Insertion,monbiwik.com,,,,,,,,
Insertion,mo9biwik.com,,,,,,,,
Insertion,mobiweik.com,,,,,,,,
Insertion,mobiw2ik.com,,,,,,,,
Insertion,mobiswik.com,,,,,,,,
Insertion,mobikwik.com,180.179.23.136,,aspmx.l.google.com,a4-65.akam.net,,,,
Insertion,mohbiwik.com,,,,,,,,
Insertion,moboiwik.com,,,,,,,,
Insertion,mobviwik.com,,,,,,,,
Insertion,mob9iwik.com,,,,,,,,
Insertion,mob8iwik.com,,,,,,,,
Insertion,mobiwi9k.com,,,,,,,,
Insertion,miobiwik.com,,,,,,,,
Insertion,mobkiwik.com,,,,,,,,
Omission,mobiik.com,52.165.163.223,,mobiik-com.mail.protection.outlook.com,ns1-04.azure-dns.com,,,,
Omission,mobiwi.com,23.20.239.12,,,nsg1.namebrightdns.com,,,,
Omission,mbiwik.com,,,,,,,,
Omission,moiwik.com,,,,,,,,
Omission,obiwik.com,,,,,,,,
Omission,mobwik.com,96.47.230.68,,,ns1.kirklanddc.com,,,,
Omission,mobiwk.com,,,,,,,,
Repetition,mobiiwik.com,,,,,,,,
Repetition,mmobiwik.com,,,,,,,,
Repetition,moobiwik.com,,,,,,,,
Repetition,mobbiwik.com,,,,,,,,
Repetition,mobiwwik.com,,,,,,,,
Replacement,moniwik.com,,,,,,,,
Replacement,mobiw9k.com,,,,,,,,
Replacement,mobixik.com,,,,,,,,
Replacement,mobiwim.com,,,,,,,,
Replacement,mob8wik.com,,,,,,,,
Replacement,mob9wik.com,,,,,,,,
Replacement,mogiwik.com,,,,,,,,
Replacement,mlbiwik.com,,,,,,,,
Replacement,mpbiwik.com,,,,,,,,
Replacement,mobiw8k.com,,,,,,,,
Replacement,mobiwil.com,,,,,,,,
Replacement,jobiwik.com,,,,,,,,
Replacement,mobjwik.com,,,,,,,,
Replacement,mobieik.com,,,,,,,,
Replacement,mobowik.com,45.35.31.175,,,jm1.dns.com,,,,
Replacement,mobiqik.com,184.168.221.96,,0,ns01.cashparking.com,,,,
Replacement,mobiwuk.com,,,,,,,,
Replacement,m9biwik.com,,,,,,,,
Replacement,mohiwik.com,,,,,,,,
Replacement,mibiwik.com,,,,,,,,
Replacement,mobi3ik.com,,,,,,,,
Replacement,mobuwik.com,,,,,,,,
Replacement,pobiwik.com,,,,,,,,
Replacement,moviwik.com,,,,,,,,
Replacement,mobiwok.com,,,,,,,,
Replacement,mobiwjk.com,,,,,,,,
Replacement,kobiwik.com,,,,,,,,
Replacement,mobi2ik.com,,,,,,,,
Replacement,mobiaik.com,,,,,,,,
Subdomain,m.obiwik.com,,,,,,,,
Subdomain,mo.biwik.com,,,,,,,,
Subdomain,mob.iwik.com,209.99.64.18,,,ns11018.ztomy.com,,,,
Subdomain,mobi.wik.com,,,,,,,,
Subdomain,mobiw.ik.com,,,,,,,,
Subdomain,mobiwi.k.com,,,,,,,,
Transposition,ombiwik.com,,,,,,,,
Transposition,mboiwik.com,,,,,,,,
Transposition,moibwik.com,,,,,,,,
Transposition,mobwiik.com,,,,,,,,
Transposition,mobiiwk.com,,,,,,,,
Transposition,mobiwki.com,,,,,,,,
Various,wwmobiwik.com,,,,,,,,
Various,wwwmobiwik.com,,,,,,,,
Various,www-mobiwik.com,,,,,,,,
Various,mobiwikcom.com,,,,,,,,
